Id,SalePrice
1783,151339.7
1784,110680.82
1785,125722.78
1786,158538.94
1787,152659.12
1788,58989.418
1789,96324.39
1790,98410.68
1791,182609.25
1792,165430.02
1793,122511.84
1794,144708.53
1795,139361.22
1796,129604.945
1797,115926.68
1798,118269.97
1799,107150.38
1800,132417.95
1801,141035.86
1802,125775.51
1803,139928.06
1804,146985.89
1805,135269.25
1806,116055.21
1807,127697.37
1808,130054.74
1809,127913.27
1810,145892.89
1811,92252.625
1812,100525.17
1813,122564.125
1814,90553.34
1815,49142.34
1816,97026.64
1817,135153.72
1818,166865.53
1819,127469.82
1820,54855.895
1821,108030.164
1822,163805.0
1823,36092.824
1824,128378.57
1825,144210.39
1826,101738.18
1827,98759.54
1828,129647.48
1829,115353.984
1830,140432.06
1831,147502.39
1832,87405.38
1833,127905.94
1834,113481.195
1835,126075.5
1836,124070.695
1837,85176.52
1838,127071.56
1839,88442.75
1840,150196.33
1841,143341.23
1842,88474.0
1843,128240.234
1844,133470.73
1845,158052.95
1846,157474.72
1847,178903.19
1848,64980.76
1849,107835.04
1850,119036.69
1851,161648.69
1852,119295.586
1853,134034.8
1854,165225.27
1855,157574.31
1856,219858.27
1857,167469.22
1858,137338.11
1859,113608.664
1860,141044.44
1861,114836.65
1862,330240.06
1863,306470.03
1864,306470.03
1865,318933.5
1866,335178.6
1867,218720.11
1868,308077.62
1869,199419.69
1870,228164.05
1871,253457.38
1872,174251.11
1873,232598.08
1874,148253.28
1875,204691.33
1876,201358.06
1877,221695.58
1878,199355.97
1879,133284.02
1880,133531.7
1881,244223.1
1882,257736.66
1883,196418.44
1884,210771.84
1885,245624.14
1886,301702.78
1887,204905.27
1888,258088.25
1889,170700.97
1890,127059.67
1891,134846.6
1892,104061.64
1893,131910.69
1894,122409.26
1895,138440.7
1896,129357.48
1897,122808.27
1898,102058.81
1899,151456.98
1900,129216.15
1901,165149.95
1902,142779.08
1903,215437.05
1904,137476.7
1905,188575.25
1906,176756.95
1907,216172.48
1908,108663.38
1909,137265.23
1910,120756.18
1911,207406.1
1912,337931.1
1913,153171.55
1914,61226.215
1915,317749.4
1916,69532.17
1917,246988.36
1918,141381.12
1919,166897.11
1920,144099.97
1921,457054.2
1922,321275.84
1923,230731.86
1924,233181.3
1925,206391.05
1926,422385.44
1927,130020.195
1928,147504.94
1929,123375.99
1930,136456.38
1931,157392.6
1932,146713.8
1933,198539.03
1934,177720.64
1935,177478.61
1936,190696.06
1937,183951.53
1938,170939.25
1939,228865.69
1940,180318.34
1941,179377.5
1942,180831.1
1943,202035.94
1944,345208.1
1945,372116.47
1946,185176.06
1947,327821.72
1948,176977.4
1949,245407.89
1950,188818.16
1951,261681.86
1952,217285.73
1953,162232.03
1954,188653.98
1955,139454.44
1956,298702.9
1957,157863.25
1958,329686.47
1959,143235.47
1960,118494.52
1961,117287.93
1962,98236.375
1963,103149.586
1964,119734.125
1965,150642.95
1966,143355.62
1967,301664.9
1968,484419.56
1969,406468.88
1970,498182.94
1971,480380.97
1972,400294.66
1973,259146.34
1974,334495.2
1975,531620.6
1976,285178.6
1977,388722.2
1978,385475.03
1979,314516.8
1980,199072.6
1981,360976.38
1982,218182.86
1983,203277.64
1984,173449.48
1985,228684.66
1986,208955.5
1987,180338.73
1988,180947.86
1989,191176.73
1990,223161.97
1991,237589.67
1992,215230.36
1993,166131.52
1994,254066.52
1995,186347.12
1996,239083.45
1997,335730.97
1998,352901.0
1999,281873.7
2000,334851.3
2001,285892.66
2002,253044.73
2003,248881.33
2004,277003.72
2005,218493.33
2006,220497.27
2007,243979.36
2008,218053.6
2009,194881.28
2010,195376.28
2011,143350.77
2012,181982.44
2013,186339.47
2014,187550.92
2015,207313.75
2016,203031.58
2017,199920.45
2018,120324.055
2019,133008.12
2020,99434.625
2021,105527.48
2022,193983.61
2023,142620.42
2024,264293.12
2025,353531.78
2026,176872.95
2027,155269.06
2028,153844.75
2029,171666.7
2030,250958.02
2031,218521.69
2032,246992.2
2033,248019.78
2034,170393.38
2035,217226.61
2036,183409.5
2037,189675.7
2038,299763.12
2039,217464.78
2040,304256.94
2041,275668.12
2042,199201.2
2043,175182.03
2044,173906.1
2045,207772.4
2046,139309.39
2047,145495.62
2048,141212.47
2049,135106.81
2050,167782.78
2051,106451.42
2052,127845.445
2053,154376.38
2054,99209.19
2055,167656.2
2056,146297.45
2057,111336.086
2058,240155.39
2059,139206.11
2060,173999.08
2061,161957.33
2062,135112.05
2063,113723.33
2064,147455.16
2065,113522.195
2066,182099.44
2067,127873.23
2068,140630.72
2069,80424.98
2070,109190.53
2071,96978.63
2072,121430.75
2073,143575.03
2074,187683.23
2075,143125.56
2076,112734.36
2077,155756.8
2078,124818.734
2079,132472.36
2080,106724.56
2081,115049.97
2082,143500.28
2083,140416.75
2084,103657.09
2085,121717.18
2086,120372.82
2087,119310.4
2088,87459.83
2089,76312.82
2090,126624.42
2091,131275.75
2092,122546.47
2093,128962.49
2094,103678.89
2095,155704.9
2096,71274.78
2097,95204.87
2098,154534.19
2099,59121.434
2100,101421.59
2101,115133.305
2102,120508.02
2103,107093.12
2104,136804.89
2105,126864.836
2106,80041.625
2107,233433.1
2108,111213.836
2109,109433.875
2110,127214.84
2111,136835.12
2112,133447.55
2113,117884.16
2114,113376.97
2115,157093.31
2116,116985.18
2117,148832.73
2118,124874.21
2119,110968.45
2120,116215.33
2121,87312.55
2122,113736.08
2123,78348.16
2124,153970.67
2125,127832.32
2126,154579.47
2127,157821.62
2128,125244.625
2129,99880.48
2130,142178.61
2131,138138.02
2132,120203.36
2133,118975.11
2134,115522.56
2135,83549.65
2136,85300.92
2137,102449.45
2138,131983.3
2139,137701.72
2140,138703.14
2141,145215.81
2142,135078.3
2143,143456.98
2144,120637.46
2145,136220.06
2146,158904.83
2147,144111.88
2148,151332.81
2149,170363.8
2150,230281.8
2151,104118.5
2152,178893.05
2153,164280.66
2154,98642.2
2155,140078.98
2156,275179.12
2157,235613.31
2158,234362.52
2159,222498.27
2160,169021.84
2161,241527.44
2162,394825.16
2163,368750.8
2164,251533.64
2165,208252.89
2166,154730.67
2167,223991.86
2168,201117.02
2169,201606.17
2170,228949.17
2171,147949.19
2172,130398.74
2173,148086.02
2174,239694.77
2175,288185.2
2176,331457.6
2177,260033.38
2178,221937.81
2179,139868.38
2180,258382.94
2181,190012.17
2182,235283.03
2183,194746.58
2184,131126.66
2185,123087.664
2186,137925.34
2187,148327.03
2188,154397.53
2189,329457.84
2190,76530.94
2191,75797.97
2192,85505.24
2193,111397.125
2194,100002.6
2195,116601.09
2196,110580.01
2197,122144.13
2198,156715.36
2199,175894.38
2200,150646.19
2201,135428.66
2202,197417.31
2203,138899.34
2204,193365.9
2205,120453.17
2206,139576.81
2207,211159.23
2208,249375.97
2209,231921.83
2210,117765.12
2211,108981.89
2212,108954.39
2213,107353.94
2214,138906.94
2215,97821.664
2216,151481.83
2217,91565.36
2218,65180.645
2219,61324.168
2220,65933.91
2221,324250.2
2222,275532.28
2223,324057.47
2224,220784.06
2225,127039.08
2226,198303.53
2227,214626.77
2228,270079.56
2229,256564.97
2230,159840.9
2231,220096.81
2232,186089.12
2233,194831.61
2234,241979.97
2235,245684.88
2236,270805.75
2237,377909.53
2238,204865.38
2239,113102.33
2240,156786.08
2241,177530.48
2242,117577.35
2243,137855.9
2244,107491.22
2245,105496.84
2246,139902.98
2247,112426.22
2248,121421.91
2249,115312.27
2250,139535.84
2251,120932.79
2252,176135.16
2253,154004.33
2254,177882.64
2255,193401.5
2256,178959.4
2257,197674.6
2258,160057.55
2259,170732.95
2260,155541.4
2261,178851.52
2262,189536.52
2263,392518.53
2264,466035.8
2265,178493.28
2266,292781.03
2267,405516.84
2268,393280.6
2269,147423.4
2270,205772.94
2271,207562.69
2272,214768.12
2273,173776.75
2274,177191.92
2275,157922.1
2276,192166.98
2277,182697.88
2278,138015.94
2279,124046.734
2280,127549.1
2281,177619.8
2282,188479.34
2283,106941.67
2284,113699.58
2285,140417.62
2286,116728.38
2287,370673.1
2288,294015.03
2289,386956.53
2290,473514.66
2291,330382.2
2292,447301.0
2293,511284.06
2294,452836.84
2295,482017.25
2296,291993.5
2297,331964.25
2298,338199.38
2299,425462.47
2300,330583.44
2301,299338.6
2302,256152.75
2303,235953.94
2304,228093.12
2305,187294.52
2306,186826.58
2307,185650.62
2308,220031.31
2309,269606.44
2310,210539.9
2311,189764.97
2312,185562.14
2313,175705.38
2314,161224.27
2315,180600.4
2316,201145.52
2317,192344.16
2318,192463.42
2319,173696.52
2320,192499.95
2321,236650.9
2322,174175.75
2323,185396.33
2324,171199.47
2325,201657.8
2326,172516.0
2327,212229.3
2328,229832.75
2329,186514.3
2330,175581.34
2331,401974.28
2332,390889.38
2333,313720.9
2334,275060.94
2335,273850.25
2336,334985.97
2337,219325.69
2338,287461.94
2339,216689.38
2340,432379.66
2341,229034.97
2342,236386.08
2343,226535.45
2344,219330.77
2345,225343.84
2346,219806.31
2347,206748.1
2348,244308.28
2349,192984.95
2350,317330.56
2351,269830.88
2352,268038.44
2353,285578.0
2354,133840.84
2355,144756.31
2356,161022.06
2357,195431.06
2358,205124.28
2359,126070.6
2360,106959.54
2361,139537.28
2362,282007.4
2363,134210.2
2364,157541.72
2365,219931.02
2366,187336.34
2367,222465.0
2368,212742.44
2369,227183.22
2370,171206.97
2371,176377.94
2372,188536.83
2373,263028.7
2374,321553.62
2375,249879.44
2376,307832.7
2377,385383.66
2378,141691.6
2379,210896.25
2380,145195.28
2381,160666.36
2382,202380.5
2383,198240.22
2384,246438.84
2385,167587.62
2386,135737.22
2387,136847.38
2388,97431.375
2389,121579.1
2390,138610.06
2391,147521.39
2392,116293.61
2393,164323.94
2394,145502.62
2395,218515.06
2396,147305.62
2397,197748.1
2398,135501.31
2399,64636.543
2400,56410.895
2401,114869.375
2402,138863.6
2403,138091.08
2404,158566.28
2405,158197.16
2406,137326.38
2407,116088.52
2408,144283.2
2409,131732.88
2410,158376.89
2411,122935.125
2412,165484.06
2413,134941.44
2414,149606.4
2415,131274.64
2416,124878.086
2417,129641.38
2418,128705.91
2419,117677.15
2420,125342.33
2421,145370.69
2422,116806.836
2423,120473.734
2424,159341.55
2425,257111.02
2426,133684.31
2427,152082.84
2428,185174.86
2429,115336.94
2430,129078.6
2431,109158.766
2432,139724.98
2433,142388.78
2434,134967.12
2435,145871.78
2436,106607.26
2437,98378.28
2438,120257.086
2439,101348.23
2440,111002.15
2441,79406.445
2442,93431.555
2443,118638.93
2444,128665.39
2445,74725.84
2446,142497.2
2447,194781.61
2448,135220.77
2449,101393.414
2450,149771.92
2451,139843.19
2452,201679.89
2453,89286.15
2454,146401.9
2455,114319.1
2456,135251.73
2457,135533.16
2458,126070.46
2459,112633.37
2460,124511.2
2461,116382.555
2462,129149.836
2463,122170.44
2464,194048.72
2465,145075.56
2466,113873.86
2467,126045.586
2468,71647.15
2469,69246.57
2470,167456.47
2471,209636.39
2472,168216.16
2473,115108.164
2474,109918.234
2475,211819.67
2476,105897.04
2477,127708.96
2478,157249.95
2479,108906.875
2480,149565.3
2481,126027.42
2482,127630.805
2483,112594.484
2484,122757.84
2485,125514.766
2486,158667.39
2487,213088.94
2488,148830.39
2489,146383.83
2490,148821.95
2491,93090.55
2492,188555.11
2493,156613.45
2494,149608.34
2495,81891.836
2496,255087.23
2497,156517.94
2498,106507.77
2499,88253.805
2500,133476.5
2501,134268.06
2502,151892.53
2503,89605.734
2504,194163.12
2505,226042.28
2506,260873.25
2507,288711.5
2508,266599.78
2509,231528.92
2510,216131.84
2511,169234.39
2512,208897.58
2513,215556.7
2514,252835.05
2515,151964.39
2516,183458.5
2517,148899.8
2518,159634.58
2519,227580.61
2520,215533.52
2521,190732.72
2522,221917.14
2523,129369.07
2524,146595.31
2525,155499.28
2526,145649.78
2527,116238.555
2528,132460.55
2529,131349.45
2530,128045.35
2531,254316.83
2532,230880.44
2533,200546.67
2534,227908.27
2535,313381.9
2536,255043.66
2537,223939.67
2538,189722.72
2539,196078.12
2540,183774.42
2541,181559.67
2542,180080.72
2543,131269.55
2544,126211.945
2545,141674.12
2546,126582.01
2547,130272.31
2548,159115.44
2549,167309.02
2550,687391.94
2551,141770.45
2552,116711.76
2553,76740.98
2554,90753.74
2555,121259.74
2556,109839.24
2557,109342.88
2558,167344.19
2559,131962.45
2560,138495.45
2561,136107.78
2562,119435.09
2563,144530.48
2564,193831.86
2565,127675.72
2566,176609.52
2567,127311.32
2568,203913.48
2569,204603.72
2570,117762.73
2571,196157.9
2572,138004.05
2573,217771.03
2574,281829.53
2575,128892.1
2576,122343.125
2577,155860.36
2578,75693.39
2579,66760.4
2580,112887.29
2581,110423.37
2582,101966.91
2583,282616.62
2584,177788.2
2585,196634.48
2586,207270.42
2587,190902.7
2588,142618.61
2589,145810.81
2590,227348.56
2591,250926.52
2592,228703.08
2593,271420.72
2594,175504.56
2595,193807.38
2596,318522.1
2597,203678.03
2598,293627.1
2599,310505.78
2600,210085.06
2601,153549.45
2602,85471.83
2603,97622.516
2604,94122.19
2605,82435.055
2606,149357.69
2607,207073.11
2608,199181.64
2609,166023.25
2610,103534.664
2611,141106.47
2612,155333.83
2613,132654.53
2614,131905.1
2615,160613.33
2616,146589.53
2617,211367.48
2618,208224.67
2619,200971.48
2620,183439.47
2621,171292.23
2622,187964.95
2623,233718.66
2624,303107.75
2625,308412.56
2626,167874.0
2627,163807.03
2628,466115.1
2629,525220.2
2630,359540.88
2631,469752.9
2632,435049.3
2633,309600.16
2634,421819.75
2635,158551.33
2636,180322.38
2637,185855.0
2638,260123.0
2639,192004.56
2640,161108.23
2641,99005.77
2642,205937.22
2643,103726.32
2644,128255.375
2645,111062.49
2646,95792.98
2647,105204.28
2648,142037.7
2649,143797.1
2650,133884.3
2651,144006.72
2652,413925.06
2653,257043.14
2654,281347.7
2655,395605.44
2656,314151.38
2657,335073.22
2658,314280.62
2659,310201.78
2660,390901.1
2661,344240.22
2662,381545.97
2663,283947.2
2664,260684.3
2665,311859.25
2666,266230.75
2667,161096.83
2668,175156.73
2669,186383.17
2670,295267.44
2671,185511.1
2672,198194.45
2673,213390.11
2674,203866.45
2675,171644.83
2676,185050.86
2677,199725.05
2678,264074.7
2679,268910.25
2680,286262.53
2681,444846.97
2682,326362.25
2683,569356.06
2684,322687.97
2685,345156.3
2686,257557.86
2687,327609.22
2688,213420.83
2689,201050.84
2690,503079.25
2691,199077.28
2692,133331.77
2693,196428.03
2694,124972.34
2695,186945.06
2696,179419.98
2697,186740.1
2698,197914.83
2699,167664.62
2700,152055.0
2701,165616.2
2702,114050.65
2703,119516.805
2704,138288.45
2705,117600.05
2706,118174.22
2707,125864.5
2708,126328.06
2709,104963.375
2710,132064.72
2711,325335.3
2712,410897.94
2713,171516.72
2714,151162.55
2715,177458.27
2716,146598.34
2717,198274.3
2718,234509.48
2719,157236.81
2720,170880.55
2721,134004.56
2722,162713.25
2723,133488.2
2724,129231.445
2725,137106.06
2726,150679.14
2727,185094.89
2728,175422.23
2729,150781.52
2730,149965.2
2731,126840.33
2732,133301.14
2733,149889.4
2734,147505.7
2735,135936.42
2736,139746.06
2737,126151.88
2738,135631.73
2739,158208.7
2740,137609.5
2741,150109.5
2742,146734.8
2743,147188.1
2744,156474.45
2745,136026.34
2746,134982.83
2747,161006.7
2748,119389.53
2749,136699.78
2750,129206.89
2751,134070.28
2752,225431.5
2753,126393.555
2754,274507.0
2755,124294.164
2756,108210.805
2757,75561.234
2758,79872.29
2759,149875.23
2760,136127.1
2761,145558.06
2762,143226.16
2763,192790.94
2764,172577.73
2765,280449.62
2766,143168.19
2767,93648.99
2768,128740.64
2769,132151.48
2770,137823.98
2771,105419.44
2772,104114.305
2773,174647.98
2774,143152.42
2775,110338.64
2776,135856.83
2777,143654.42
2778,99585.47
2779,126852.27
2780,83660.49
2781,91645.67
2782,84739.914
2783,114932.51
2784,114093.01
2785,134196.38
2786,80759.28
2787,127445.32
2788,73249.69
2789,170980.3
2790,88246.8
2791,116422.38
2792,53322.34
2793,202984.89
2794,108297.71
2795,122140.555
2796,106783.11
2797,210802.83
2798,113727.18
2799,114819.87
2800,59650.387
2801,103266.19
2802,138365.64
2803,183641.28
2804,138400.5
2805,104383.086
2806,80246.164
2807,151790.38
2808,157973.8
2809,144162.27
2810,129426.78
2811,167879.45
2812,149938.23
2813,173996.98
2814,162786.89
2815,96193.36
2816,246417.92
2817,155361.08
2818,140375.88
2819,172708.69
2820,146792.44
2821,114443.71
2822,204928.39
2823,347744.3
2824,206380.28
2825,154206.0
2826,138307.31
2827,135921.53
2828,243616.86
2829,219195.16
2830,222988.03
2831,178417.62
2832,248104.12
2833,306789.12
2834,210365.92
2835,213388.98
2836,196519.48
2837,153304.55
2838,152522.38
2839,188731.1
2840,201948.17
2841,212043.58
2842,231245.19
2843,154207.73
2844,158763.48
2845,116781.836
2846,215900.11
2847,200739.73
2848,203133.27
2849,205251.3
2850,287889.03
2851,235290.11
2852,249009.97
2853,250146.95
2854,140560.69
2855,204980.52
2856,201238.5
2857,192515.77
2858,202021.62
2859,129267.49
2860,119015.125
2861,123505.23
2862,199158.64
2863,129676.4
2864,267394.47
2865,140884.17
2866,138603.56
2867,95402.96
2868,105645.76
2869,106484.76
2870,129087.445
2871,87950.5
2872,47177.777
2873,91454.625
2874,144750.25
2875,106496.234
2876,152875.6
2877,143186.02
2878,161015.72
2879,146644.88
2880,94691.19
2881,143887.88
2882,184515.05
2883,177768.75
2884,206940.4
2885,194825.22
2886,235417.45
2887,88199.234
2888,126121.5
2889,39354.965
2890,77590.375
2891,137355.38
2892,33982.027
2893,64030.13
2894,54971.848
2895,318662.4
2896,289661.44
2897,218727.53
2898,147238.16
2899,205500.11
2900,162711.16
2901,221010.33
2902,209477.48
2903,329646.3
2904,340364.44
2905,132742.55
2906,201615.64
2907,112035.65
2908,132779.92
2909,142702.27
2910,82607.98
2911,83225.35
2912,135656.2
2913,83082.31
2914,80125.695
2915,90693.195
2916,83972.34
2917,166902.94
2918,126738.65
2919,205656.81
